keyword,count
vidéo,39
faire,39
pub,25
pouvoir,24
sponso,23
youtube,22
game,20
trop,19
vraiment,18
video,15
long,15
regarder,15
produit,15
bon,14
base,14
bien,14
rien,13
impossible,13
placement,12
vouloir,12
aller,12
prendre,11
gros,11
savoir,11
voir,11
mdr,10
sponsoriser,10
site,9
dommage,9
passer,9
contre,9
jamais,8
meilleur,8
utiliser,7
an,7
info,7
log,7
little,7
aimer,7
falloir,7
big,7
concept,7
abonné,7
donnée,7
incroyable,6
promo,6
permettre,6
dark,6
chaine,6
adorer,6
oui,6
web,6
fois,6
idée,6
cas,6
jour,6
gratuit,6
comprendre,6
gars,6
vendre,6
truc,5
côté,5
beaucoup,5
entrer,5
fai,5
question,5
donner,5
min,5
entreprise,5
penser,5
marche,5
cyrus,5
wtf,5
accepter,5
sponsor,5
payer,5
devenir,5
aucun,5
youtub,4
publicité,4
priver,4
contenu,4
partout,4
vie,4
retrouver,4
abonner,4
petit,4
coup,4
titre,4
excus,4
foutre,4
non,4
roast,4
internet,4
sécurité,4
intro,4
service,4
partenariat,4
luire,4
mal,4
fuck,4
mettre,4
limite,4
cher,4
serveur,4
arnaque,4
promotion,4
chose,4
trouver,4
anonyme,4
fin,4
conner,4
arriver,4
essayer,4
fake,4
croire,3
tracker,3
technologie,3
contourner,3
connecter,3
casser,3
histoire,3
série,3
tester,3
part,3
minute,3
loin,3
dister,3
sou,3
faux,3
besoin,3
servir,3
vieux,3
violer,3
sûr,3
utilité,3
youtuber,3
pays,3
ami,3
expliquer,3
bloqu,3
genre,3
hacker,3
argument,3
mieux,3
jdg,3
bout,3
capitaine,3
continuer,3
présent,3
squeezie,3
ouf,3
épisode,3
année,3
exemple,3
revendre,3
sorry,3
faute,3
random,3
sujet,3
compte,3
marcher,3
téléphone,3
importer,3
terrible,3
envahir,3
netflix,3
devoir,3
pire,3
désolé,3
absolument,3
cool,3
attention,3
totalement,2
chris,2
episode,2
obliger,2
langage,2
rire,2
essayez,2
risque,2
satisfait,2
rembourser,2
explication,2
bref,2
utilisation,2
noël,2
idiot,2
inutile,2
sympa,2
boite,2
capitain,2
lourd,2
activité,2
police,2
blague,2
nom,2
génial,2
nombre,2
new,2
limité,2
démonte,2
amixem,2
micode,2
mauvais,2
politique,2
connaître,2
divulguer,2
pierre,2
sylvain,2
prouver,2
voiture,2
société,2
laisse,2
vrai,2
dieu,2
demande,2
souscrire,2
offrir,2
qlq,2
donné,2
doute,2
belgique,2
valider,2
merde,2
absence,2
cyprien,2
sec,2
interdire,2
enfant,2
monde,2
arrêter,2
rir,2
hyper,2
travail,2
throne,2
center,2
espérer,2
vraie,2
pvn,2
marché,2
ficher,2
attend,2
voyager,2
chine,2
placer,2
majorité,2
répéter,2
aïe,2
humour,2
marketing,2
agressif,2
vivre,2
attendai,2
excellent,2
déçu,2
opé,2
northvpn,2
north,2
blagu,2
faut,2
sortir,2
pensée,2
intérêt,2
public,2
rappel,2
rapport,2
mois,2
fou,2
nan,2
commencer,2
accéder,2
décevoir,2
personnel,2
attendre,2
externe,2
raptor,2
téler,2
qualité,2
système,2
production,2
complètement,2
ailleurs,2
drôle,2
semaine,2
application,2
sert,2
marque,2
liberté,2
début,2
changer,2
jouer,2
banal,2
porte,2
place,2
eliminator,2
gueule,2
garder,2
evidence,2
billet,2
foutu,2
adresse,2
chaîne,2
face,2
logitiel,2
cest,2
antis,2
genial,2
français,2
mec,2
youtubeur,2
classe,2
chier,2
hat,2
exister,2
film,2
abonnemer,2
wifi,2
connexion,2
tomber,2
monétiser,2
captain,2
obligé,2
box,2
tuer,2
employé,2
crypte,1
ahhh,1
toile,1
pose,1
ironie,1
arrete,1
réponse,1
connai,1
carlito,1
squeezi,1
mère,1
sincère,1
interesse,1
fun,1
sponsorisation,1
diminuer,1
qualitatif,1
bonus,1
vanne,1
chambre,1
fille,1
rythme,1
lieu,1
argent,1
dégoût,1
bracelet,1
distant,1
rigolo,1
premieum,1
corellation,1
adguard,1
security,1
filtrage,1
publicitaire,1
autopromotion,1
anti,1
addware,1
rosomware,1
trojan,1
hammconage,1
dns,1
poxi,1
pâs,1
droit,1
prank,1
server,1
etranger,1
casi,1
sûre,1
filtre,1
cookie,1
tracabilité,1
fonctionner,1
delocaliser,1
physique,1
historique,1
apelle,1
celer,1
traçailité,1
operateur,1
inviter,1
affimativ,1
spam,1
total,1
pompe,1
fric,1
lol,1
sai,1
jer,1
desinstaller,1
facebook,1
offre,1
géolocalisation,1
franchement,1
network,1
dégueu,1
plateau,1
avis,1
viewer,1
atteindre,1
claquer,1
balader,1
mâcher,1
houuuu,1
humiliant,1
gout,1
légende,1
racont,1
virer,1
tournage,1
olala,1
vanner,1
mors,1
couvert,1
moyenne,1
âge,1
border,1
transition,1
magnum,1
présenter,1
version,1
musique,1
single,1
fucking,1
appuyé,1
intéressant,1
astérisque,1
écrire,1
prsk,1
enfet,1
commercial,1
certainement,1
commentaire,1
augmenter,1
référencement,1
bouger,1
jpp,1
salut,1
daube,1
visionnage,1
dejer,1
chanson,1
prk,1
usules,1
étudiant,1
résultat,1
conquis,1
peur,1
utilise,1
bail,1
chelou,1
sache,1
entièrement,1
hésitation,1
chef,1
mayapolarbear,1
tape,1
ben,1
mondial,1
peine,1
hooooo,1
surprenant,1
malchance,1
commence,1
abo,1
vultech,1
differentiel,1
beau,1
immondice,1
appeler,1
montre,1
probablement,1
peser,1
strictement,1
teubé,1
fasse,1
proxy,1
image,1
cœur,1
ptdrrrrrrr,1
acceptent,1
sensation,1
fond,1
réparer,1
grace,1
lieux,1
kiffer,1
avouer,1
râler,1
matrixer,1
barcelone,1
streaming,1
finir,1
accélérer,1
immonde,1
aurai,1
cambrioler,1
olalaler,1
norman,1
centime,1
actif,1
niquer,1
bancaire,1
mdrr,1
grosse,1
enseigne,1
classique,1
restrictif,1
mere,1
renseigner,1
pûtain,1
serieux,1
degoute,1
honteux,1
bénisse,1
protèg,1
conteste,1
raccroche,1
confinement,1
ajouter,1
serrure,1
asser,1
récupere,1
vent,1
amateur,1
rince,1
moliere,1
hack,1
nuit,1
sour,1
aveugle,1
dsl,1
vérité,1
windows,1
fournir,1
courant,1
désactiver,1
information,1
entrain,1
prix,1
biais,1
honnêtement,1
minimum,1
sécure,1
cyber,1
déconseillerai,1
équivalent,1
avast,1
hummm,1
torrent,1
gratuitement,1
inthepanda,1
licarion,1
rock,1
variable,1
vidéaste,1
bise,1
osb,1
philippines,1
grâce,1
astuce,1
sauver,1
voyage,1
pus,1
bête,1
trafic,1
censure,1
respecter,1
preuve,1
smartphone,1
écouter,1
témoignage,1
twetter,1
officiel,1
source,1
buzz,1
bientôt,1
raconter,1
naviguer,1
bouilli,1
désinformation,1
habituer,1
compléter,1
stupid,1
economics,1
coeur,1
confier,1
raf,1
couter,1
penthouse,1
yorkais,1
heure,1
for,1
orthographe,1
hypocrisie,1
paroxysme,1
idéologie,1
fasciste,1
hésiter,1
annuler,1
diffame,1
choisir,1
juin,1
simplement,1
fachosphère,1
répondre,1
défendre,1
expression,1
camp,1
stopper,1
parti,1
extrême,1
gauche,1
genou,1
diffamer,1
boycottnordvpn,1
personnellement,1
canada,1
amazon,1
insister,1
engaer,1
prime,1
fameux,1
logique,1
disclaimer,1
empêcher,1
google,1
chercher,1
envoie,1
plupart,1
moindre,1
tracer,1
fort,1
chance,1
vérifier,1
spécifiquement,1
utile,1
deep,1
catalogue,1
risquer,1
ban,1
gouvernement,1
compagnie,1
choix,1
collecte,1
client,1
dérangeant,1
clairement,1
discours,1
différence,1
assurer,1
priori,1
mode,1
trône,1
fer,1
tour,1
magie,1
preneur,1
intriguer,1
architecture,1
domicilier,1
état,1
regardant,1
accord,1
pareil,1
collect,1
inutiler,1
lambder,1
mot,1
règle,1
naviguation,1
littéralement,1
data,1
collecter,1
utilisateur,1
dater,1
appartenir,1
grand,1
racheter,1
enchère,1
annonceur,1
comrpsi,1
autant,1
lit,1
you,1
extreme,1
merite,1
chouette,1
guest,1
drole,1
ailler,1
tor,1
coût,1
progressiste,1
nortvpn,1
présente,1
évidemment,1
insane,1
monsieur,1
jeu,1
crazy,1
voler,1
nike,1
wesh,1
dépensent,1
sponsorisent,1
forceure,1
désole,1
accessible,1
continuation,1
corrompu,1
pognon,1
moto,1
tjr,1
boitre,1
étranger,1
imprimer,1
bureau,1
éventuellement,1
batton,1
jtaime,1
lucas,1
monter,1
hébergeur,1
ovh,1
manière,1
malade,1
dinguerie,1
hâter,1
billy,1
dead,1
master,1
secteur,1
concurrentiel,1
puer,1
gérant,1
bille,1
clas,1
taper,1
seconde,1
pur,1
plaisir,1
euil,1
fondre,1
ptn,1
signaler,1
rende,1
rejoindre,1
largement,1
insuffisant,1
récemment,1
balancer,1
agence,1
renseignement,1
enquête,1
rappeler,1
gent,1
traqu,1
voiler,1
toutafer,1
circonstance,1
what,1
the,1
délire,1
filon,1
retard,1
ici,1
pote,1
perso,1
donne,1
envi,1
apre,1
souffle,1
boring,1
envie,1
installer,1
horrible,1
roue,1
dernier,1
contestable,1
fonctionnement,1
éventuel,1
pratique,1
suppression,1
session,1
invérifiable,1
audit,1
prochaine,1
hante,1
multiverse,1
audio,1
groupe,1
kpop,1
straykid,1
délirer,1
comédien,1
litière,1
chat,1
sécuriser,1
poil,1
repetif,1
lancement,1
machine,1
temps,1
comprend,1
dialogue,1
ahah,1
dingue,1
matte,1
informatique,1
distribuer,1
générer,1
black,1
white,1
heureusement,1
financer,1
policy,1
techniquement,1
noter,1
riche,1
tirelire,1
cochon,1
squid,1
coûter,1
militere,1
rivaliser,1
situ,1
trouble,1
formule,1
mourir,1
relou,1
légal,1
employer,1
sorte,1
programme,1
discutable,1
mem,1
illégal,1
barrer,1
escroquerie,1
détruire,1
déconnecter,1
grey,1
mélange,1
détester,1
vider,1
intégralité,1
banque,1
expirer,1
déconnect,1
logiciel,1
quasi,1
désabonner,1
obtenir,1
remboursement,1
galèrer,1
lasser,1
espèr,1
rajouter,1
compenser,1
évité,1
aide,1
jesu,1
âne,1
marre,1
carrémer,1
garantir,1
demander,1
irl,1
auvio,1
lecteur,1
stream,1
belge,1
sérieux,1
vue,1
triste,1
cacher,1
propagande,1
khalass,1
rectification,1
niveau,1
gendarmerie,1
contrat,1
déchiffrer,1
aéroport,1
allumer,1
dessu,1
contraire,1
achete,1
ect,1
bah,1
tore,1
mentionner,1
inventif,1
réaliser,1
bibl,1
jai,1
hate,1
hmmm,1
religion,1
forcément,1
démonétiser,1
hey,1
bible,1
estépé,1
mentir,1
arrête,1
suite,1
opera,1
plain,1
collaboration,1
presque,1
agent,1
couler,1
génie,1
incruster,1
crémer,1
patron,1
milliardaire,1
budget,1
illimité,1
citation,1
gâcher,1
taire,1
paramètre,1
réseau,1
chiffrement,1
impression,1
dépasser,1
insupportable,1
arréter,1
alphi,1
like,1
loose,1
monumental,1
pigeon,1
croyez,1
expert,1
confirmer,1
ouinnnnn,1
durée,1
recommander,1
mort,1
oeil,1
moitié,1
abattu,1
montrer,1
investissement,1
file,1
chèque,1
fuiter,1
adecco,1
solfex,1
type,1
xdd,1
foi,1
apparition,1
sad,1
panda,1
hard,1
tap,1
exploitation,1
charge,1
éviter,1
mensonger,1
acheter,1
antivirus,1
androïde,1
window,1
investir,1
tricher,1
matinée,1
exécuter,1
ordre,1
correct,1
di,1
exposer,1
particulière,1
particulier,1
cause,1
cadeau,1
putain,1
forceur,1
moment,1
suffisamment,1
pépite,1
prévenir,1
fuite,1
coté,1
divertissant,1
insertion,1
ops,1
taule,1
riley,1
purée,1
passage,1
émotion,1
achever,1
protège,1
doser,1
ennuyant,1
reforce,1
père,1
aval,1
communiquer,1
compréhensible,1
pige,1
gagn,1
burger,1
infâme,1
marketeu,1
douer,1
influent,1
francophone,1
donnant,1
carte,1
blanc,1
inciter,1
lesdit,1
créateur,1
ignorant,1
hahaher,1
clodo,1
adan,1
eve,1
dinosaure,1
eter,1
netflim,1
biensur,1
eclater,1
hahaha,1
deviner,1
captn,1
edgy,1
force,1
sûrement,1
pretexte,1
démonétisation,1
décadence,1
stp,1
publicitée,1
adbock,1
poid,1
diapo,1
inde,1
viral,1
garde,1
masquer,1
reference,1
médecin,1
prennent,1
communauté,1
